"Code_Group","Group_Description","Code","Description","MEX","USA","CAN"
"93","Arms and ammunition; parts and accessories thereof","930110","Military weapons; artillery weapons (e.g. guns, howitzers, and mortars)","5","0","3.5"
"93","Arms and ammunition; parts and accessories thereof","930120","Military weapons; rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors","5","0","7"
"93","Arms and ammunition; parts and accessories thereof","930190","Military weapons; other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301","5","1.3","3.5"
"93","Arms and ammunition; parts and accessories thereof","930200","Revolvers and pistols; other than those of heading no. 9303 or 9304","15","3.06","3.5"
"93","Arms and ammunition; parts and accessories thereof","930310","Firearms; muzzle-loading","10","0","3.5"
"93","Arms and ammunition; parts and accessories thereof","930320","Firearms; sporting, hunting or target-shooting shotguns, including combination shotgun-rifles","15","2.6","3.5"
"93","Arms and ammunition; parts and accessories thereof","930330","Firearms; sporting, hunting or target-shooting rifles n.e.c. in heading no. 9303","15","n.a.","5.25"
"93","Arms and ammunition; parts and accessories thereof","930390","Firearms; n.e.c. in heading no. 9303","12.5","2.1","1.75"
"93","Arms and ammunition; parts and accessories thereof","930400","Firearms; (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307","7.5","3.2","5.25"
"93","Arms and ammunition; parts and accessories thereof","930510","Firearms; parts and accessories, of revolvers or pistols","7.5","2.1","3.5"
"93","Arms and ammunition; parts and accessories thereof","930520","Firearms; parts and accessories, of shotguns or rifles of heading 9303","15","1.75","3.17"
"93","Arms and ammunition; parts and accessories thereof","930591","Firearms; parts and accessories, of military weapons of heading 9301","15","0","3.5"
"93","Arms and ammunition; parts and accessories thereof","930599","Firearms; parts and accessories, of firearms other than the military weapons of heading 9301","15","2.27","1.75"
"93","Arms and ammunition; parts and accessories thereof","930621","Ammunition; shotgun cartridges","10","0","7"
"93","Arms and ammunition; parts and accessories thereof","930629","Ammunition; parts of shotgun cartridges","15","0","0"
"93","Arms and ammunition; parts and accessories thereof","930630","Ammunition; cartridges and parts thereof n.e.c. in heading no. 9306","13","0","3.5"
"93","Arms and ammunition; parts and accessories thereof","930690","Ammunition; n.e.c. in chapter 93","8.33","0","5.25"
"93","Arms and ammunition; parts and accessories thereof","930700","Arms; swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor","15","2.7","7"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940110","Seats; of a kind used for aircraft","0","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940120","Seats; of a kind used for motor vehicles","0","0","6"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940130","Seats; swivel with variable height adjustment, excluding medical, surgical, dental, veterinary or barber furniture","10","0","4"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940140","Seats; convertible into beds, other than garden seats or camping equipment","10","0","9.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940151","Seats; of bamboo or rattan","10","n.a.","n.a."
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940159","Seats; of cane, osier or similar materials, other than bamboo or rattan","10","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940161","Seats; with wooden frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","10","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940169","Seats; with wooden frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","10","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940171","Seats; with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","10","0","4"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940179","Seats; with metal frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)","10","0","4"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940180","Seats; n.e.c. in heading no. 9401, (excluding medical, surgical, dental, veterinary or barber furniture)","10","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940190","Seat; parts","0","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940210","Chairs; dentists', barbers' or similar chairs having rotating as well as both reclining and elevating movements, and parts thereof","15","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940290","Furniture; for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof","11.67","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940310","Furniture; metal, for office use","15","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940320","Furniture; metal, other than for office use","7","0","8"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940330","Furniture; wooden, for office use","12.5","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940340","Furniture; wooden, for kitchen use","10","0","9.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940350","Furniture; wooden, for bedroom use","10","0","9.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940360","Furniture; wooden, other than for office, kitchen or bedroom use","13.75","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940370","Furniture; plastic","15","0","4.75"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940381","Furniture; of bamboo or rattan","15","n.a.","n.a."
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940389","Furniture; of cane, osier, or similar materials (other than bamboo or rattan)","15","0","3.17"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940390","Furniture; parts","0","0","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940410","Mattress supports","15","0","8"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940421","Mattresses; of cellular rubber or plastics, whether or not covered","15","3","9.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940429","Mattresses; of other materials, not cellular rubber or plastics","15","4.5","9.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940430","Sleeping bags","15","6.85","15.5"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940490","Bedding and similar furnishing articles; n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouffes and pillows)","15","7.16","14"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940510","Chandeliers and other electric ceiling or wall light fittings; excluding those used for lighting public open spaces or thoroughfares","15","5.13","7"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940520","Lamps, electric; floor-standing or for table, desk or bedside","15","4.53","7"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940530","Lighting sets; of a kind used for Christmas trees","0","8","7"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940540","Lamps and light fittings; electric, n.e.c. in heading no. 9405","15","4.13","4.33"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940550","Lamps and light fittings; non-electric","15","4.87","6"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940560","Illuminated signs, name plates and the like","15","5.67","7"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940591","Lamps and light fittings; parts thereof, of glass","5","9","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940592","Lamps and light fittings; parts thereof, of plastics","5","3.7","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940599","Lamps and light fittings; parts thereof, of materials other than glass or plastics","15","4.95","0"
"94","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings","940600","Buildings; prefabricated","10","n.a.","n.a."
"95","Toys, games and sports requisites; parts and accessories thereof","950300","Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (scale) models and similar recreational models, working or not; puzzles of all kinds","9.05","0","4"
"95","Toys, games and sports requisites; parts and accessories thereof","950420","Billiard articles and accessories of all kinds","7.5","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950430","Games; operated by coins, banknotes, bank cards, tokens or by other means of payment, other than billiard articles and accesssories, and automatic bowling alley equipment","10","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950440","Games; playing cards","15","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950450","Games; video game consoles and machines, other than those of subheading 9504.30","0","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950490","Games; articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504","4.17","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950510","Christmas festivity articles","12.5","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950590","Festive, carnival or other entertainment articles including novelty jokes and conjuring tricks; other than Christmas festivity articles","15","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950611","Skis; for snow","0","0.87","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950612","Ski-fastenings (ski-bindings); for snow-skis","0","1.4","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950619","Snow-ski equipment","0","1.4","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950621","Sailboards; for water sport","0","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950629","Water sport equipment; water-skis, surf-boards and other water-sport equipment, excluding sailboards","0","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950631","Golf clubs; complete","5","4.4","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950632","Golf balls","0","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950639","Golf equipment; other than clubs and balls","0","4.9","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950640","Table-tennis articles and equipment","10","5.1","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950651","Lawn-tennis racquets; whether or not strung","5","4.1","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950659","Tennis, badminton and similar racquets; whether or not strung","10","4.8","3.5"
"95","Toys, games and sports requisites; parts and accessories thereof","950661","Lawn-tennis balls","10","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950662","Balls; inflatable","15","2.4","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950669","Balls; (other than inflatable or for lawn-tennis, golf or table-tennis)","15","3.43","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950670","Skates; ice and roller, including skating boots with skates attached","0","0.97","1.83"
"95","Toys, games and sports requisites; parts and accessories thereof","950691","Athletics and gymnastics equipment","0","4.6","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950699","Equipment for outdoor games and recreation n.e.c. in heading no. 9506","5","1.87","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950710","Fishing rods","10","6","3.25"
"95","Toys, games and sports requisites; parts and accessories thereof","950720","Fish-hooks; whether or not snelled","10","4.4","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950730","Fishing reels","10","5.02","6.5"
"95","Toys, games and sports requisites; parts and accessories thereof","950790","Fishing tackle n.e.c., butterfly nets, decoy birds (other than those of heading no. 9208 or 9705) and similar hunting or shooting requisites","10","6.46","4.5"
"95","Toys, games and sports requisites; parts and accessories thereof","950810","Travelling circuses and travelling menageries","0","0","0"
"95","Toys, games and sports requisites; parts and accessories thereof","950890","Roundabouts, swings, shooting galleries, other fairground amusements; travelling theatres","6.67","0","0"
"96","Miscellaneous manufactured articles","960110","Ivory and articles thereof; worked","15","0","0"
"96","Miscellaneous manufactured articles","960190","Bone, tortoise shell, horn, antlers, coral, mother-of-pearl and other animal carving material and articles thereof (including articles obtained by moulding)","15","1.45","6.5"
"96","Miscellaneous manufactured articles","960200","Vegetable, mineral carving material and articles of these materials, moulded or carved articles of wax, stearin, natural gums, resins or modelling pastes, worked unhardened gelatin (not heading no. 3503)","10","2.5","3.25"
"96","Miscellaneous manufactured articles","960310","Brooms and brushes; consisting of twigs or other vegetable materials bound together, with or without handles","15","15.69","9"
"96","Miscellaneous manufactured articles","960321","Brushes; toothbrushes","15","0","7"
"96","Miscellaneous manufactured articles","960329","Brushes; shaving, hair, nail, eyelash and other toilet brushes for use on the person, including brushes as parts of appliances","15","5.63","7"
"96","Miscellaneous manufactured articles","960330","Brushes; artists' brushes, writing brushes and similar brushes for the application of cosmetics","15","0.87","3.5"
"96","Miscellaneous manufactured articles","960340","Brushes; paint, distemper, varnish or similar brushes (not those of item no. 9603.30), paint pads and rollers","15","5.75","11.25"
"96","Miscellaneous manufactured articles","960350","Brushes; constituting parts of machines, appliances or vehicles","0","0","0"
"96","Miscellaneous manufactured articles","960390","Brooms, brushes, mops, feather dusters, squeegees, hand operated mechanical floor sweepers; (not motorised), prepared knots and tufts for brooms or brush making n.e.c.","7.5","1.4","10.25"
"96","Miscellaneous manufactured articles","960400","Hand sieves and hand riddles","0","4.9","6.5"
"96","Miscellaneous manufactured articles","960500","Travel sets; for personal toilet, sewing, shoe or clothes cleaning","15","8.1","6.5"
"96","Miscellaneous manufactured articles","960610","Press-fasteners, snap-fasteners, press-studs and parts therefor","15","3.1","0"
"96","Miscellaneous manufactured articles","960621","Buttons; of plastics, not covered with textile material","15","2.35","0"
"96","Miscellaneous manufactured articles","960622","Buttons; of base metal, not covered with textile material","15","0","0"
"96","Miscellaneous manufactured articles","960629","Buttons; of other than base metal or plastics, not covered with textile material","15","2.9","0"
"96","Miscellaneous manufactured articles","960630","Button moulds and other parts of buttons; button blanks","15","3","0"
"96","Miscellaneous manufactured articles","960711","Slide fasteners; fitted with chain scoops of base metal","15","10","5"
"96","Miscellaneous manufactured articles","960719","Slide fasteners; other than those fitted with chain scoops of base metal","15","13","11"
"96","Miscellaneous manufactured articles","960720","Slide fasteners; parts","15","11.5","5.75"
"96","Miscellaneous manufactured articles","960810","Pens; ball point","15","8.84","7"
"96","Miscellaneous manufactured articles","960820","Pens; felt tipped and other porous-tipped pens and markers","15","4","7"
"96","Miscellaneous manufactured articles","960830","Pens; fountain, stylograph and other pens","7.5","2.92","7"
"96","Miscellaneous manufactured articles","960840","Pencils; propelling or sliding","13.33","3.3","7"
"96","Miscellaneous manufactured articles","960850","Pen and pencil sets; of articles from two or more of the foregoing sub-headings","15","n.a.","7"
"96","Miscellaneous manufactured articles","960860","Pens; ball-point, refills comprising the ball point and ink-reservoir","0","7.99","3.5"
"96","Miscellaneous manufactured articles","960891","Pens; nibs and nib points","0","0","2.5"
"96","Miscellaneous manufactured articles","960899","Pens and pencils; duplicating stylos, pen-holders, pencil-holders, and similar holders, parts of the articles of heading 9608, including caps and clips","4.17","0","3.5"
"96","Miscellaneous manufactured articles","960910","Pencils and crayons; with leads encased in rigid sheath","15","5.75","7"
"96","Miscellaneous manufactured articles","960920","Pencil leads; black or coloured","12.5","0","3"
"96","Miscellaneous manufactured articles","960990","Pastels, drawing charcoals, writing or drawing chalks, tailors' chalk","12.5","0","7"
"96","Miscellaneous manufactured articles","961000","Slates and boards; with writing or drawing surfaces, whether or not framed","15","3.5","4.5"
"96","Miscellaneous manufactured articles","961100","Stamps; date, numbering, sealing stamps and the like (including devices for printing or embossing labels), designed for operating by hand; hand operated composing sticks and printing sets","7.5","2.7","6.5"
"96","Miscellaneous manufactured articles","961210","Ribbons; for typewriters and the like, inked or otherwise prepared, for giving impressions, whether or not on spools or in cartridges","0","3.95","9.88"
"96","Miscellaneous manufactured articles","961220","Ink pads; whether or not inked, with or without boxes","0","3.5","8.5"
"96","Miscellaneous manufactured articles","961310","Lighters; pocket, cigarette, gas fuelled, non-refillable","15","8","6.5"
"96","Miscellaneous manufactured articles","961320","Lighters; pocket, cigarette, gas fuelled, refillable","15","9","9"
"96","Miscellaneous manufactured articles","961380","Lighters; whether or not mechanical or electrical, n.e.c. in heading no. 9613","5","5.86","8.75"
"96","Miscellaneous manufactured articles","961390","Lighters; parts for cigarette lighters and other lighters, whether or not mechanical or electrical, other than flints and wicks","1.67","5.95","6.5"
"96","Miscellaneous manufactured articles","961400","Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof","7.5","3.4","4.5"
"96","Miscellaneous manufactured articles","961511","Combs, hair slides and the like; of hard rubber or plastics","15","3.98","5.5"
"96","Miscellaneous manufactured articles","961519","Combs, hair slides and the like; of other than hard rubber or plastics","15","6.64","7"
"96","Miscellaneous manufactured articles","961590","Hairpins, curling pins, curling grips, hair curlers and the like (not those of heading no. 8516) and parts thereof","15","7.38","6.5"
"96","Miscellaneous manufactured articles","961610","Scent sprays and similar toilet sprays, and mounts and heads therefor","15","0","8.5"
"96","Miscellaneous manufactured articles","961620","Powder puffs and pads; for the application of cosmetics or toilet preparations","15","4.3","12"
"96","Miscellaneous manufactured articles","961700","Vacuum flasks and other vacuum vessels, complete with cases; parts thereof other than glass inners","15","7.05","7.5"
"96","Miscellaneous manufactured articles","961800","Tailors' dummies and other lay figures; automata and other animated displays used for shop window dressing","12.5","4.4","9"
"96","Miscellaneous manufactured articles","961900","Sanitary towels (pads) and tampons, napkins and napkin liners for babies and similar articles, of any material","13","7.58","10.2"
"97","Works of art; collectors' pieces and antiques","970110","Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906","0","0","2.75"
"97","Works of art; collectors' pieces and antiques","970190","Artwork; collages and similar decorative plaques","0","0","3.5"
"97","Works of art; collectors' pieces and antiques","970200","Engravings, prints and lithographs; original","0","0","0"
"97","Works of art; collectors' pieces and antiques","970300","Sculptures and statuary; original, in any material","0","0","0"
"97","Works of art; collectors' pieces and antiques","970400","Stamps, postage or revenue; stamp-postmarks, first-day covers, postal stationery (stamped paper) and like, used or unused, other than those of heading 4907","0","0","0"
"97","Works of art; collectors' pieces and antiques","970500","Collections and collectors' pieces; of zoological, botanical, mineralogical, anatomical, historical, archaeological, palaeontological, ethnographic or numismatic interest","0","0","0"
"97","Works of art; collectors' pieces and antiques","970600","Antiques; of an age exceeding one hundred years","0","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030249","Fish; fresh or chilled, n.e.c. in item no. 0302.4, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030291","Fish; fresh or chilled, livers, roes and milt","n.a","7.5","3"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030292","Fish; fresh or chilled, shark fins","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030299","Fish; fresh or chilled, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030359","Fish; frozen, n.e.c. in item no. 0303.5, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030391","Fish; frozen, livers, roes and milt","n.a","7.5","3"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030392","Fish; frozen, shark fins","n.a","0.08","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030399","Fish; frozen, fish fins (other than shark fins), heads, tails, maws and other edible fish offal","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030447","Fish fillets; fresh or chilled, dogfish and other sharks","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030448","Fish fillets; fresh or chilled, rays and skates (Rajidae)","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030456","Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030457","Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030488","Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030496","Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks","n.a","6","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030497","Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)","n.a","6","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030552","Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030553","Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030554","Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030631","Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030632","Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030633","Crustaceans; live, fresh or chilled, crabs, whether in shell or not","n.a","3.75","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030634","Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030635","Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030636","Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030639","Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not, including edible flours, meals, and pellets of crustaceans","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030691","Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030692","Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","n.a","0","2"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030693","Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","n.a","3.75","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030694","Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030695","Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030699","Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans","n.a","0","5"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030712","Molluscs; oysters, whether in shell or not, frozen","n.a","0","1"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030722","Molluscs; scallops, whether in shell or not, including queen scallops of the genera Pecten, Chlamys or Placopecten, frozen","n.a","0","0"
"03","Fish and crustaceans, molluscs and other aquatic invertebrates","030732","Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen","n.a","0","2"
